प्राति	लिङ्ग्	धातु	गण	उपग्	लक्	पुरु	वच्	__वाक्यम्__
इदम्	नपु	कृ	तन्	पर	लृट्	प्रथ्	एक	इदं करिष्यति
इदम्	नपु	कृ	तन्	पर	लृट्	प्रथ्	द्वि	इमे करिष्यतः
इदम्	नपु	कृ	तन्	पर	लृट्	प्रथ्	बहु	इमानि करिष्यन्ति
इदम्	नपु	कृ	तन्	पर	लुट्	प्रथ्	एक	इदं कर्ता
इदम्	नपु	कृ	तन्	पर	लुट्	प्रथ्	द्वि	इमे कर्तारौ
इदम्	नपु	कृ	तन्	पर	लुट्	प्रथ्	बहु	इमानि कर्तारः
इदम्	नपु	कृ	तन्	पर	आशीर्	प्रथ्	एक	इदं क्रियात्
इदम्	नपु	कृ	तन्	पर	आशीर्	प्रथ्	द्वि	इमे क्रियास्ताम्
इदम्	नपु	कृ	तन्	पर	आशीर्	प्रथ्	बहु	इमानि क्रियासुः
इदम्	नपु	कृ	तन्	पर	लृङ्	प्रथ्	एक	इदम् अकरिष्यत्
इदम्	नपु	कृ	तन्	पर	लृङ्	प्रथ्	द्वि	इमे अकरिष्यताम्
इदम्	नपु	कृ	तन्	पर	लृङ्	प्रथ्	बहु	इमानि अकरिष्यन्
इदम्	नपु	कृ	तन्	पर	लिट्	प्रथ्	एक	इदं चकार
इदम्	नपु	कृ	तन्	पर	लिट्	प्रथ्	द्वि	इमे चक्रतुः
इदम्	नपु	कृ	तन्	पर	लिट्	प्रथ्	बहु	इमानि चक्रुः
इदम्	नपु	कृ	तन्	पर	लुङ्	प्रथ्	एक	इदम् अकार्षीत्
इदम्	नपु	कृ	तन्	पर	लुङ्	प्रथ्	द्वि	इमे अकार्ष्टाम्
इदम्	नपु	कृ	तन्	पर	लुङ्	प्रथ्	बहु	इमानि बालकाः-बालिकाःअकार्षुः
इदम्	नपु	क्री	क्र्य्	पर	लट्	प्रथ्	एक	इदं क्रीणाति
इदम्	नपु	क्री	क्र्य्	पर	लट्	प्रथ्	द्वि	इमे क्रीणीतः
इदम्	नपु	क्री	क्र्य्	पर	लट्	प्रथ्	बहु	इमानि क्रीणन्ति
इदम्	नपु	क्री	क्र्य्	पर	लोट्	प्रथ्	एक	इदं क्रीणातु
इदम्	नपु	क्री	क्र्य्	पर	लोट्	प्रथ्	द्वि	इमे क्रीणीताम्
इदम्	नपु	क्री	क्र्य्	पर	लोट्	प्रथ्	बहु	इमानि क्रीणन्तु
इदम्	नपु	क्री	क्र्य्	पर	लङ्	प्रथ्	एक	इदम् अक्रीणात्
इदम्	नपु	क्री	क्र्य्	पर	लङ्	प्रथ्	द्वि	इमे अक्रीणीताम्
इदम्	नपु	क्री	क्र्य्	पर	लङ्	प्रथ्	बहु	इमानि अक्रीणन्
इदम्	नपु	क्री	क्र्य्	पर	विधि	प्रथ्	एक	इदं क्रीणीयात्
इदम्	नपु	क्री	क्र्य्	पर	विधि	प्रथ्	द्वि	इमे क्रीणीयाताम्
इदम्	नपु	क्री	क्र्य्	पर	विधि	प्रथ्	बहु	इमानि क्रीणीयुः
इदम्	नपु	क्री	क्र्य्	पर	लृट्	प्रथ्	एक	इदं क्रेष्यति
इदम्	नपु	क्री	क्र्य्	पर	लृट्	प्रथ्	द्वि	इमे क्रेष्यतः
इदम्	नपु	क्री	क्र्य्	पर	लृट्	प्रथ्	बहु	इमानि क्रेष्यन्ति
इदम्	नपु	क्री	क्र्य्	पर	लुट्	प्रथ्	एक	इदं क्रेता
इदम्	नपु	क्री	क्र्य्	पर	लुट्	प्रथ्	द्वि	इमे क्रेतारौ
इदम्	नपु	क्री	क्र्य्	पर	लुट्	प्रथ्	बहु	इमानि क्रेतारः
इदम्	नपु	क्री	क्र्य्	पर	आशीर्	प्रथ्	एक	इदं क्रीयात्
इदम्	नपु	क्री	क्र्य्	पर	आशीर्	प्रथ्	द्वि	इमे क्रीयास्ताम्
इदम्	नपु	क्री	क्र्य्	पर	आशीर्	प्रथ्	बहु	इमानि क्रीयासुः
इदम्	नपु	क्री	क्र्य्	पर	लृङ्	प्रथ्	एक	इदम् अक्रेष्यत्
इदम्	नपु	क्री	क्र्य्	पर	लृङ्	प्रथ्	द्वि	इमे अक्रेष्यताम्
इदम्	नपु	क्री	क्र्य्	पर	लृङ्	प्रथ्	बहु	इमानि अक्रेष्यन्
इदम्	नपु	क्री	क्र्य्	पर	लिट्	प्रथ्	एक	इदं चिक्राय
इदम्	नपु	क्री	क्र्य्	पर	लिट्	प्रथ्	द्वि	इमे चिक्रियतुः
इदम्	नपु	क्री	क्र्य्	पर	लिट्	प्रथ्	बहु	इमानि चिक्रियुः
इदम्	नपु	क्री	क्र्य्	पर	लुङ्	प्रथ्	एक	इदम् अक्रैषीत्
इदम्	नपु	क्री	क्र्य्	पर	लुङ्	प्रथ्	द्वि	इमे अक्रैष्टाम्
इदम्	नपु	क्री	क्र्य्	पर	लुङ्	प्रथ्	बहु	इमानि अक्रैषुः
इदम्	नपु	कथ्	चुर्	पर	लट्	प्रथ्	एक	इदं कथयति
इदम्	नपु	कथ्	चुर्	पर	लट्	प्रथ्	द्वि	इमे कथयतः
इदम्	नपु	कथ्	चुर्	पर	लट्	प्रथ्	बहु	इमानि कथयन्ति
इदम्	नपु	कथ्	चुर्	पर	लोट्	प्रथ्	एक	इदं कथयतु
इदम्	नपु	कथ्	चुर्	पर	लोट्	प्रथ्	द्वि	इमे कथयताम्
इदम्	नपु	कथ्	चुर्	पर	लोट्	प्रथ्	बहु	इमानि कथयन्तु
इदम्	नपु	कथ्	चुर्	पर	लङ्	प्रथ्	एक	इदम् अकथयत्
इदम्	नपु	कथ्	चुर्	पर	लङ्	प्रथ्	द्वि	इमे अकथयताम्
इदम्	नपु	कथ्	चुर्	पर	लङ्	प्रथ्	बहु	इमानि अकथयन्
इदम्	नपु	कथ्	चुर्	पर	विधि	प्रथ्	एक	इदं कथयेत्
इदम्	नपु	कथ्	चुर्	पर	विधि	प्रथ्	द्वि	इमे कथयेताम्
इदम्	नपु	कथ्	चुर्	पर	विधि	प्रथ्	बहु	इमानि कथयेयुः
इदम्	नपु	कथ्	चुर्	पर	लृट्	प्रथ्	एक	इदं कथयिष्यति
इदम्	नपु	कथ्	चुर्	पर	लृट्	प्रथ्	द्वि	इमे कथयिष्यतः
इदम्	नपु	कथ्	चुर्	पर	लृट्	प्रथ्	बहु	इमानि कथयिष्यन्ति
इदम्	नपु	कथ्	चुर्	पर	लुट्	प्रथ्	एक	इदं कथयिता
इदम्	नपु	कथ्	चुर्	पर	लुट्	प्रथ्	द्वि	इमे कथयितारौ
इदम्	नपु	कथ्	चुर्	पर	लुट्	प्रथ्	बहु	इमानि कथयितारः
इदम्	नपु	कथ्	चुर्	पर	आशीर्	प्रथ्	एक	इदं कथ्यात्
इदम्	नपु	कथ्	चुर्	पर	आशीर्	प्रथ्	द्वि	इमे कथ्यास्ताम्
इदम्	नपु	कथ्	चुर्	पर	आशीर्	प्रथ्	बहु	इमानि कथ्यासुः
इदम्	नपु	कथ्	चुर्	पर	लृङ्	प्रथ्	एक	इदम् अकथयिष्यत्
इदम्	नपु	कथ्	चुर्	पर	लृङ्	प्रथ्	द्वि	इमे अकथयिष्यताम्
इदम्	नपु	कथ्	चुर्	पर	लृङ्	प्रथ्	बहु	इमानि अकथयिष्यन्
इदम्	नपु	कथ्	चुर्	पर	लिट्	प्रथ्	एक	इदं कथयाञ्चकार
इदम्	नपु	कथ्	चुर्	पर	लिट्	प्रथ्	द्वि	इमे कथयाञ्चक्रतुः
इदम्	नपु	कथ्	चुर्	पर	लिट्	प्रथ्	बहु	इमानि कथयाञ्चक्रुः
इदम्	नपु	कथ्	चुर्	पर	लुङ्	प्रथ्	एक	इदम् अचकथत्
इदम्	नपु	कथ्	चुर्	पर	लुङ्	प्रथ्	द्वि	इमे अचकथताम्
इदम्	नपु	कथ्	चुर्	पर	लुङ्	प्रथ्	बहु	इमानि अचकथन्
अदस्	नपु	पठ्	भ्व्	पर	लट्	प्रथ्	एक	अदः पठति
अदस्	नपु	पठ्	भ्व्	पर	लट्	प्रथ्	द्वि	अमू पठतः
अदस्	नपु	पठ्	भ्व्	पर	लट्	प्रथ्	बहु	अमूनि पठन्ति
अदस्	नपु	पठ्	भ्व्	पर	लोट्	प्रथ्	एक	अदः पठतु
अदस्	नपु	पठ्	भ्व्	पर	लोट्	प्रथ्	द्वि	अमू पठताम्
अदस्	नपु	पठ्	भ्व्	पर	लोट्	प्रथ्	बहु	अमूनि पठन्तु
अदस्	नपु	पठ्	भ्व्	पर	लङ्	प्रथ्	एक	अदः अपठत्
अदस्	नपु	पठ्	भ्व्	पर	लङ्	प्रथ्	द्वि	अमू अपठताम्
अदस्	नपु	पठ्	भ्व्	पर	लङ्	प्रथ्	बहु	अमूनि अपठन्
अदस्	नपु	पठ्	भ्व्	पर	विधि	प्रथ्	एक	अदः पठेत्
अदस्	नपु	पठ्	भ्व्	पर	विधि	प्रथ्	द्वि	अमू पठेताम्
अदस्	नपु	पठ्	भ्व्	पर	विधि	प्रथ्	बहु	अमूनि पठेयुः
अदस्	नपु	पठ्	भ्व्	पर	लृट्	प्रथ्	एक	अदः पठिष्यति
अदस्	नपु	पठ्	भ्व्	पर	लृट्	प्रथ्	द्वि	अमू पठिष्यतः
अदस्	नपु	पठ्	भ्व्	पर	लृट्	प्रथ्	बहु	अमूनि पठिष्यन्ति
अदस्	नपु	पठ्	भ्व्	पर	लुट्	प्रथ्	एक	अदः पठिता
अदस्	नपु	पठ्	भ्व्	पर	लुट्	प्रथ्	द्वि	अमू पठितारौ
अदस्	नपु	पठ्	भ्व्	पर	लुट्	प्रथ्	बहु	अमूनि पठितारः
अदस्	नपु	पठ्	भ्व्	पर	आशीर्	प्रथ्	एक	अदः पठ्यात्
अदस्	नपु	पठ्	भ्व्	पर	आशीर्	प्रथ्	द्वि	अमू पठ्यास्ताम्
अदस्	नपु	पठ्	भ्व्	पर	आशीर्	प्रथ्	बहु	अमूनि पठ्यासुः
अदस्	नपु	पठ्	भ्व्	पर	लृङ्	प्रथ्	एक	अदः अपठिष्यत्
अदस्	नपु	पठ्	भ्व्	पर	लृङ्	प्रथ्	द्वि	अमू अपठिष्यताम्
अदस्	नपु	पठ्	भ्व्	पर	लृङ्	प्रथ्	बहु	अमूनि अपठिष्यन्
अदस्	नपु	पठ्	भ्व्	पर	लिट्	प्रथ्	एक	अदः पपाठ
अदस्	नपु	पठ्	भ्व्	पर	लिट्	प्रथ्	द्वि	अमू पेठतुः
अदस्	नपु	पठ्	भ्व्	पर	लिट्	प्रथ्	बहु	अमूनि पेठुः
अदस्	नपु	पठ्	भ्व्	पर	लुङ्	प्रथ्	एक	अदः अपाठीत्
अदस्	नपु	पठ्	भ्व्	पर	लुङ्	प्रथ्	द्वि	अमू अपाठिष्टाम्
अदस्	नपु	पठ्	भ्व्	पर	लुङ्	प्रथ्	बहु	अमूनि अपाठिषुः
अदस्	नपु	या	अद्	पर	लट्	प्रथ्	एक	अदः याति
अदस्	नपु	या	अद्	पर	लट्	प्रथ्	द्वि	अमू यातः
अदस्	नपु	या	अद्	पर	लट्	प्रथ्	बहु	अमूनि यान्ति
अदस्	नपु	या	अद्	पर	लोट्	प्रथ्	एक	अदः यातु
अदस्	नपु	या	अद्	पर	लोट्	प्रथ्	द्वि	अमू याताम्
अदस्	नपु	या	अद्	पर	लोट्	प्रथ्	बहु	अमूनि यान्तु
अदस्	नपु	या	अद्	पर	लङ्	प्रथ्	एक	अदः आयात्
अदस्	नपु	या	अद्	पर	लङ्	प्रथ्	द्वि	अमू आयातम्
अदस्	नपु	या	अद्	पर	लङ्	प्रथ्	बहु	अमूनि अयुः-अयान्
अदस्	नपु	या	अद्	पर	विधि	प्रथ्	एक	अदः यायात्
अदस्	नपु	या	अद्	पर	विधि	प्रथ्	द्वि	अमू यायातम्
अदस्	नपु	या	अद्	पर	विधि	प्रथ्	बहु	अमूनि यायुः
अदस्	नपु	या	अद्	पर	लृट्	प्रथ्	एक	अदः यास्यति
अदस्	नपु	या	अद्	पर	लृट्	प्रथ्	द्वि	अमू यास्यतः
अदस्	नपु	या	अद्	पर	लृट्	प्रथ्	बहु	अमूनि यास्यन्ति
अदस्	नपु	या	अद्	पर	लुट्	प्रथ्	एक	अदः याता
अदस्	नपु	या	अद्	पर	लुट्	प्रथ्	द्वि	अमू यातारौ
अदस्	नपु	या	अद्	पर	लुट्	प्रथ्	बहु	अमूनि यातारः
अदस्	नपु	या	अद्	पर	आशीर्	प्रथ्	एक	अदः यायात्
अदस्	नपु	या	अद्	पर	आशीर्	प्रथ्	द्वि	अमू यायास्तम्
अदस्	नपु	या	अद्	पर	आशीर्	प्रथ्	बहु	अमूनि यायासुः
अदस्	नपु	या	अद्	पर	लृङ्	प्रथ्	एक	अदः अयास्यत्
अदस्	नपु	या	अद्	पर	लृङ्	प्रथ्	द्वि	अमू अयास्यताम्
अदस्	नपु	या	अद्	पर	लृङ्	प्रथ्	बहु	अमूनि अयास्यन्
अदस्	नपु	या	अद्	पर	लिट्	प्रथ्	एक	अदः ययौ
अदस्	नपु	या	अद्	पर	लिट्	प्रथ्	द्वि	अमू ययतुः
अदस्	नपु	या	अद्	पर	लिट्	प्रथ्	बहु	अमूनि ययुः
अदस्	नपु	या	अद्	पर	लुङ्	प्रथ्	एक	अदः अयासीत्
अदस्	नपु	या	अद्	पर	लुङ्	प्रथ्	द्वि	अमू अयासिष्टाम्
अदस्	नपु	या	अद्	पर	लुङ्	प्रथ्	बहु	अमूनि अयासिषुः
अदस्	नपु	हु	जुहोत्य्	पर	लट्	प्रथ्	एक	अदः जहाति
अदस्	नपु	हु	जुहोत्य्	पर	लट्	प्रथ्	द्वि	अमू जहीतः
अदस्	नपु	हु	जुहोत्य्	पर	लट्	प्रथ्	बहु	अमूनि जहति
अदस्	नपु	हु	जुहोत्य्	पर	लोट्	प्रथ्	एक	अदः जहातु
अदस्	नपु	हु	जुहोत्य्	पर	लोट्	प्रथ्	द्वि	अमू जहीताम्
अदस्	नपु	हु	जुहोत्य्	पर	लोट्	प्रथ्	बहु	अमूनि जहतु
अदस्	नपु	हु	जुहोत्य्	पर	लङ्	प्रथ्	एक	अदः अजहात्
अदस्	नपु	हु	जुहोत्य्	पर	लङ्	प्रथ्	द्वि	अमू अजहीताम्
अदस्	नपु	हु	जुहोत्य्	पर	लङ्	प्रथ्	बहु	अमूनि अजहीत
अदस्	नपु	हु	जुहोत्य्	पर	विधि	प्रथ्	एक	अदः जह्यात्
अदस्	नपु	हु	जुहोत्य्	पर	विधि	प्रथ्	द्वि	अमू जह्याताम्
अदस्	नपु	हु	जुहोत्य्	पर	विधि	प्रथ्	बहु	अमूनि जह्युः
अदस्	नपु	हु	जुहोत्य्	पर	लृट्	प्रथ्	एक	अदः हास्यति
अदस्	नपु	हु	जुहोत्य्	पर	लृट्	प्रथ्	द्वि	अमू हास्यतः
अदस्	नपु	हु	जुहोत्य्	पर	लृट्	प्रथ्	बहु	अमूनि हास्यन्ति
अदस्	नपु	हु	जुहोत्य्	पर	लुट्	प्रथ्	एक	अदः हाता
अदस्	नपु	हु	जुहोत्य्	पर	लुट्	प्रथ्	द्वि	अमू हातारौ
अदस्	नपु	हु	जुहोत्य्	पर	लुट्	प्रथ्	बहु	अमूनि हातारः
अदस्	नपु	हु	जुहोत्य्	पर	आशीर्	प्रथ्	एक	अदः हेयात्
अदस्	नपु	हु	जुहोत्य्	पर	आशीर्	प्रथ्	द्वि	अमू हेयास्ताम्
अदस्	नपु	हु	जुहोत्य्	पर	आशीर्	प्रथ्	बहु	अमूनि हेयासुः
अदस्	नपु	हु	जुहोत्य्	पर	लृङ्	प्रथ्	एक	अदः अहास्यत्
अदस्	नपु	हु	जुहोत्य्	पर	लृङ्	प्रथ्	द्वि	अमू अहास्यताम्
अदस्	नपु	हु	जुहोत्य्	पर	लृङ्	प्रथ्	बहु	अमूनि अहास्यन्
अदस्	नपु	हु	जुहोत्य्	पर	लिट्	प्रथ्	एक	अदः जहौ
अदस्	नपु	हु	जुहोत्य्	पर	लिट्	प्रथ्	द्वि	अमू जहतुः
अदस्	नपु	हु	जुहोत्य्	पर	लिट्	प्रथ्	बहु	अमूनि जहुः
अदस्	नपु	हु	जुहोत्य्	पर	लुङ्	प्रथ्	एक	अदः अहासीत्
अदस्	नपु	हु	जुहोत्य्	पर	लुङ्	प्रथ्	द्वि	अमू अहासिष्टम्
अदस्	नपु	हु	जुहोत्य्	पर	लुङ्	प्रथ्	बहु	अमूनि अहासिष्ट
अदस्	नपु	क्षिप्	दिव्	पर	लट्	प्रथ्	एक	अदः क्षिप्यति
अदस्	नपु	क्षिप्	दिव्	पर	लट्	प्रथ्	द्वि	अमू क्षिप्यतः
अदस्	नपु	क्षिप्	दिव्	पर	लट्	प्रथ्	बहु	अमूनि क्षिप्यन्ति
अदस्	नपु	क्षिप्	दिव्	पर	लोट्	प्रथ्	एक	अदः क्षिप्यतु
अदस्	नपु	क्षिप्	दिव्	पर	लोट्	प्रथ्	द्वि	अमू क्षिप्यताम्
अदस्	नपु	क्षिप्	दिव्	पर	लोट्	प्रथ्	बहु	अमूनि क्षिप्यन्तु
अदस्	नपु	क्षिप्	दिव्	पर	लङ्	प्रथ्	एक	अदः अक्षिप्यत्
अदस्	नपु	क्षिप्	दिव्	पर	लङ्	प्रथ्	द्वि	अमू अक्षिप्यताम्
अदस्	नपु	क्षिप्	दिव्	पर	लङ्	प्रथ्	बहु	अमूनि अक्षिप्यन्
अदस्	नपु	क्षिप्	दिव्	पर	विधि	प्रथ्	एक	अदः क्षिप्येत्
अदस्	नपु	क्षिप्	दिव्	पर	विधि	प्रथ्	द्वि	अमू क्षिप्येताम्
अदस्	नपु	क्षिप्	दिव्	पर	विधि	प्रथ्	बहु	अमूनि क्षिप्येयुः
अदस्	नपु	क्षिप्	दिव्	पर	लृट्	प्रथ्	एक	अदः क्षेप्स्यति
अदस्	नपु	क्षिप्	दिव्	पर	लृट्	प्रथ्	द्वि	अमू क्षेप्स्यतः
अदस्	नपु	क्षिप्	दिव्	पर	लृट्	प्रथ्	बहु	अमूनि क्षेप्स्यन्ति
अदस्	नपु	क्षिप्	दिव्	पर	लुट्	प्रथ्	एक	अदः क्षेप्ता
अदस्	नपु	क्षिप्	दिव्	पर	लुट्	प्रथ्	द्वि	अमू क्षेप्तारौ
अदस्	नपु	क्षिप्	दिव्	पर	लुट्	प्रथ्	बहु	अमूनि क्षेप्तारः
अदस्	नपु	क्षिप्	दिव्	पर	आशीर्	प्रथ्	एक	अदः क्षिप्यात्
अदस्	नपु	क्षिप्	दिव्	पर	आशीर्	प्रथ्	द्वि	अमू क्षिप्यास्ताम्
अदस्	नपु	क्षिप्	दिव्	पर	आशीर्	प्रथ्	बहु	अमूनि क्षिप्यासुः
अदस्	नपु	क्षिप्	दिव्	पर	लृङ्	प्रथ्	एक	अदः अक्षेप्स्यत्
अदस्	नपु	क्षिप्	दिव्	पर	लृङ्	प्रथ्	द्वि	अमू अक्षेप्स्यताम्
अदस्	नपु	क्षिप्	दिव्	पर	लृङ्	प्रथ्	बहु	अमूनि अक्षेप्स्यन्
अदस्	नपु	क्षिप्	दिव्	पर	लिट्	प्रथ्	एक	अदः चिक्षेप
अदस्	नपु	क्षिप्	दिव्	पर	लिट्	प्रथ्	द्वि	अमू चिक्षिपतुः
अदस्	नपु	क्षिप्	दिव्	पर	लिट्	प्रथ्	बहु	अमूनि चिक्षिपुः
अदस्	नपु	क्षिप्	दिव्	पर	लुङ्	प्रथ्	एक	अदः अक्षिपत्
अदस्	नपु	क्षिप्	दिव्	पर	लुङ्	प्रथ्	द्वि	अमू अक्षिपताम्
अदस्	नपु	क्षिप्	दिव्	पर	लुङ्	प्रथ्	बहु	अमूनि अक्षिपन्
अदस्	नपु	आप्	स्व्	पर	लट्	प्रथ्	एक	अदः आप्नोति
अदस्	नपु	आप्	स्व्	पर	लट्	प्रथ्	द्वि	अमू आप्नुतः
अदस्	नपु	आप्	स्व्	पर	लट्	प्रथ्	बहु	अमूनि आप्नुवन्ति
अदस्	नपु	आप्	स्व्	पर	लोट्	प्रथ्	एक	अदः आप्नोतु
अदस्	नपु	आप्	स्व्	पर	लोट्	प्रथ्	द्वि	अमू आप्नुतः
अदस्	नपु	आप्	स्व्	पर	लोट्	प्रथ्	बहु	अमूनि आप्नुवन्तु
अदस्	नपु	आप्	स्व्	पर	लङ्	प्रथ्	एक	अदः आप्नोत्
अदस्	नपु	आप्	स्व्	पर	लङ्	प्रथ्	द्वि	अमू आप्नुताम्
अदस्	नपु	आप्	स्व्	पर	लङ्	प्रथ्	बहु	अमूनि आप्नुवन्
अदस्	नपु	आप्	स्व्	पर	विधि	प्रथ्	एक	अदः आप्नुयात्
अदस्	नपु	आप्	स्व्	पर	विधि	प्रथ्	द्वि	अमू आप्नुयाताम्
अदस्	नपु	आप्	स्व्	पर	विधि	प्रथ्	बहु	अमूनि आप्नुयुः
अदस्	नपु	आप्	स्व्	पर	लृट्	प्रथ्	एक	अदः आप्स्यति
अदस्	नपु	आप्	स्व्	पर	लृट्	प्रथ्	द्वि	अमू आप्स्यतः
अदस्	नपु	आप्	स्व्	पर	लृट्	प्रथ्	बहु	अमूनि आप्स्यन्ति
अदस्	नपु	आप्	स्व्	पर	लुट्	प्रथ्	एक	अदः आप्ता
अदस्	नपु	आप्	स्व्	पर	लुट्	प्रथ्	द्वि	अमू आप्तारौ
अदस्	नपु	आप्	स्व्	पर	लुट्	प्रथ्	बहु	अमूनि आप्तारः
अदस्	नपु	आप्	स्व्	पर	आशीर्	प्रथ्	एक	अदः आप्यात्
अदस्	नपु	आप्	स्व्	पर	आशीर्	प्रथ्	द्वि	अमू आप्यास्ताम्
अदस्	नपु	आप्	स्व्	पर	आशीर्	प्रथ्	बहु	अमूनि आप्यासुः
अदस्	नपु	आप्	स्व्	पर	लृङ्	प्रथ्	एक	अदः आप्स्यत्
अदस्	नपु	आप्	स्व्	पर	लृङ्	प्रथ्	द्वि	अमू आप्स्यताम्
अदस्	नपु	आप्	स्व्	पर	लृङ्	प्रथ्	बहु	अमूनि आप्स्यन्
अदस्	नपु	आप्	स्व्	पर	लिट्	प्रथ्	एक	अदः आप
अदस्	नपु	आप्	स्व्	पर	लिट्	प्रथ्	द्वि	अमू आपतुः
अदस्	नपु	आप्	स्व्	पर	लिट्	प्रथ्	बहु	अमूनि आपुः
अदस्	नपु	आप्	स्व्	पर	लुङ्	प्रथ्	एक	अदः आपत्
अदस्	नपु	आप्	स्व्	पर	लुङ्	प्रथ्	द्वि	अमू आपताम्
अदस्	नपु	आप्	स्व्	पर	लुङ्	प्रथ्	बहु	अमूनि आपन्
अदस्	नपु	लिख्	तुद्	पर	लट्	प्रथ्	एक	अदः लिखति
अदस्	नपु	लिख्	तुद्	पर	लट्	प्रथ्	द्वि	अमू लिखतः
अदस्	नपु	लिख्	तुद्	पर	लट्	प्रथ्	बहु	अमूनि लिखन्ति
अदस्	नपु	लिख्	तुद्	पर	लोट्	प्रथ्	एक	अदः लिखतु
अदस्	नपु	लिख्	तुद्	पर	लोट्	प्रथ्	द्वि	अमू लिखताम्
अदस्	नपु	लिख्	तुद्	पर	लोट्	प्रथ्	बहु	अमूनि लिखन्तु
अदस्	नपु	लिख्	तुद्	पर	लङ्	प्रथ्	एक	अदः अलिखत्
अदस्	नपु	लिख्	तुद्	पर	लङ्	प्रथ्	द्वि	अमू अलिखताम्
अदस्	नपु	लिख्	तुद्	पर	लङ्	प्रथ्	बहु	अमूनि अलिखन्
अदस्	नपु	लिख्	तुद्	पर	विधि	प्रथ्	एक	अदः लिखेत्
अदस्	नपु	लिख्	तुद्	पर	विधि	प्रथ्	द्वि	अमू लिखेताम्
अदस्	नपु	लिख्	तुद्	पर	विधि	प्रथ्	बहु	अमूनि लिखेयुः
अदस्	नपु	लिख्	तुद्	पर	लृट्	प्रथ्	एक	अदः लेखिष्यति
अदस्	नपु	लिख्	तुद्	पर	लृट्	प्रथ्	द्वि	अमू लेखिष्यतः
अदस्	नपु	लिख्	तुद्	पर	लृट्	प्रथ्	बहु	अमूनि लेखिष्यन्ति
अदस्	नपु	लिख्	तुद्	पर	लुट्	प्रथ्	एक	अदः लेखिता
अदस्	नपु	लिख्	तुद्	पर	लुट्	प्रथ्	द्वि	अमू लेखितारौ
अदस्	नपु	लिख्	तुद्	पर	लुट्	प्रथ्	बहु	अमूनि लेखितारः
अदस्	नपु	लिख्	तुद्	पर	आशीर्	प्रथ्	एक	अदः लिख्यात्
अदस्	नपु	लिख्	तुद्	पर	आशीर्	प्रथ्	द्वि	अमू लिख्यास्ताम्
अदस्	नपु	लिख्	तुद्	पर	आशीर्	प्रथ्	बहु	अमूनि लिख्यासुः
अदस्	नपु	लिख्	तुद्	पर	लृङ्	प्रथ्	एक	अदः अलेखिष्यत्
अदस्	नपु	लिख्	तुद्	पर	लृङ्	प्रथ्	द्वि	अमू अलेखिष्यताम्
अदस्	नपु	लिख्	तुद्	पर	लृङ्	प्रथ्	बहु	अमूनि अलेखिष्यन्
अदस्	नपु	लिख्	तुद्	पर	लिट्	प्रथ्	एक	अदः लिलेख
अदस्	नपु	लिख्	तुद्	पर	लिट्	प्रथ्	द्वि	अमू लिलेखतुः
अदस्	नपु	लिख्	तुद्	पर	लिट्	प्रथ्	बहु	अमूनि लिलिखुः
अदस्	नपु	लिख्	तुद्	पर	लुङ्	प्रथ्	एक	अदः अलेखीत्
अदस्	नपु	लिख्	तुद्	पर	लुङ्	प्रथ्	द्वि	अमू अलेखिष्टाम्
अदस्	नपु	लिख्	तुद्	पर	लुङ्	प्रथ्	बहु	अमूनि अलेखिषुः
अदस्	नपु	युज्	रुध्	पर	लट्	प्रथ्	एक	अदः युनक्ति
अदस्	नपु	युज्	रुध्	पर	लट्	प्रथ्	द्वि	अमू युङ्क्तः
अदस्	नपु	युज्	रुध्	पर	लट्	प्रथ्	बहु	अमूनि युञ्जन्ति
अदस्	नपु	युज्	रुध्	पर	लोट्	प्रथ्	एक	अदः युनक्तु
अदस्	नपु	युज्	रुध्	पर	लोट्	प्रथ्	द्वि	अमू युङ्क्ताम्
अदस्	नपु	युज्	रुध्	पर	लोट्	प्रथ्	बहु	अमूनि युञ्जन्तु
अदस्	नपु	युज्	रुध्	पर	लङ्	प्रथ्	एक	अदः अयुनक्
अदस्	नपु	युज्	रुध्	पर	लङ्	प्रथ्	द्वि	अमू अयुङ्क्ताम्
अदस्	नपु	युज्	रुध्	पर	लङ्	प्रथ्	बहु	अमूनि अयुञ्जन्
अदस्	नपु	युज्	रुध्	पर	विधि	प्रथ्	एक	अदः युञ्ज्यात्
अदस्	नपु	युज्	रुध्	पर	विधि	प्रथ्	द्वि	अमू युञ्ज्याताम्
अदस्	नपु	युज्	रुध्	पर	विधि	प्रथ्	बहु	अमूनि युञ्ज्युः
अदस्	नपु	युज्	रुध्	पर	लृट्	प्रथ्	एक	अदः योक्ष्यति
अदस्	नपु	युज्	रुध्	पर	लृट्	प्रथ्	द्वि	अमू योक्ष्यतः
अदस्	नपु	युज्	रुध्	पर	लृट्	प्रथ्	बहु	अमूनि योक्ष्यन्ति
अदस्	नपु	युज्	रुध्	पर	लुट्	प्रथ्	एक	अदः योक्ता
अदस्	नपु	युज्	रुध्	पर	लुट्	प्रथ्	द्वि	अमू योक्तारौ
अदस्	नपु	युज्	रुध्	पर	लुट्	प्रथ्	बहु	अमूनि योक्तारः
अदस्	नपु	युज्	रुध्	पर	आशीर्	प्रथ्	एक	अदः युज्यात्
अदस्	नपु	युज्	रुध्	पर	आशीर्	प्रथ्	द्वि	अमू युज्यास्ताम्
